[2018-Jul-20 15:35], 127.0.0.1, GET, http, /?, 404 NOT FOUND, AnonymousUser, Client error
[2018-Jul-23 11:40], 127.0.0.1, POST, http, /api/admin/point/6/2?, 200 OK, tom@ggmail.com, attend_course 25 points for user oliver@ggmail.com to total points 75
[2018-Jul-23 11:40], 127.0.0.1, POST, http, /api/admin/point/6/2?, 200 OK, tom@ggmail.com, attend_course 25 points for user oliver@ggmail.com to total points 100
[2018-Jul-23 11:40], 127.0.0.1, POST, http, /api/admin/point/6/3?, 200 OK, tom@ggmail.com, test44 -40 points for user oliver@ggmail.com to total points 60
[2018-Jul-23 11:40], 127.0.0.1, POST, http, /api/admin/point/6/3?, 200 OK, tom@ggmail.com, test44 -40 points for user oliver@ggmail.com to total points 20
[2018-Jul-23 11:41], 127.0.0.1, POST, http, /api/admin/point/6/2?, 200 OK, tom@ggmail.com, attend_course 25 points for user oliver@ggmail.com to total points 45
[2018-Jul-23 11:41], 127.0.0.1, POST, http, /api/admin/point/6/2?, 200 OK, tom@ggmail.com, attend_course 25 points for user oliver@ggmail.com to total points 70
[2018-Jul-23 11:41], 127.0.0.1, POST, http, /api/admin/point/6/2?, 200 OK, tom@ggmail.com, attend_course 25 points for user oliver@ggmail.com to total points 95
[2018-Jul-23 11:41], 127.0.0.1, POST, http, /api/admin/point/6/2?, 200 OK, tom@ggmail.com, attend_course 25 points for user oliver@ggmail.com to total points 120
[2018-Jul-23 11:41], 127.0.0.1, POST, http, /api/admin/point/6/2?, 200 OK, tom@ggmail.com, attend_course 25 points for user oliver@ggmail.com to total points 145
[2018-Jul-23 11:41], 127.0.0.1, POST, http, /api/admin/point/6/3?, 200 OK, tom@ggmail.com, test44 -40 points for user oliver@ggmail.com to total points 105
[2018-Jul-23 11:42], 127.0.0.1, POST, http, /api/admin/point/6/3?, 200 OK, tom@ggmail.com, test44 -40 points for user oliver@ggmail.com to total points 65
[2018-Jul-23 11:42], 127.0.0.1, POST, http, /api/admin/point/6/3?, 200 OK, tom@ggmail.com, test44 -40 points for user oliver@ggmail.com to total points 25
[2018-Jul-23 11:43], 127.0.0.1, POST, http, /api/admin/point/6/2?, 200 OK, tom@ggmail.com, attend_course 25 points for user oliver@ggmail.com to total points 50
[2018-Jul-23 11:43], 127.0.0.1, POST, http, /api/admin/point/6/2?, 200 OK, tom@ggmail.com, attend_course 25 points for user oliver@ggmail.com to total points 75
[2018-Jul-23 11:43], 127.0.0.1, POST, http, /api/admin/point/6/2?, 200 OK, tom@ggmail.com, attend_course 25 points for user oliver@ggmail.com to total points 100
[2018-Jul-23 11:43], 127.0.0.1, POST, http, /api/admin/point/6/2?, 200 OK, tom@ggmail.com, attend_course 25 points for user oliver@ggmail.com to total points 125
[2018-Jul-23 11:43], 127.0.0.1, POST, http, /api/admin/point/6/3?, 200 OK, tom@ggmail.com, test44 -40 points for user oliver@ggmail.com to total points 85
[2018-Jul-23 11:44], 127.0.0.1, POST, http, /api/admin/point/6/11?, 200 OK, tom@ggmail.com, sdffccwef 80 points for user oliver@ggmail.com to total points 165
[2018-Jul-23 11:44], 127.0.0.1, POST, http, /api/admin/point/6/11?, 200 OK, tom@ggmail.com, sdffccwef 80 points for user oliver@ggmail.com to total points 245
[2018-Jul-23 11:44], 127.0.0.1, POST, http, /api/admin/point/6/11?, 200 OK, tom@ggmail.com, sdffccwef 80 points for user oliver@ggmail.com to total points 325
[2018-Jul-23 11:44], 127.0.0.1, POST, http, /api/admin/point/6/11?, 200 OK, tom@ggmail.com, sdffccwef 80 points for user oliver@ggmail.com to total points 405
[2018-Jul-23 11:44], 127.0.0.1, POST, http, /api/admin/point/6/11?, 200 OK, tom@ggmail.com, sdffccwef 80 points for user oliver@ggmail.com to total points 485
[2018-Jul-23 11:44], 127.0.0.1, POST, http, /api/admin/point/6/11?, 200 OK, tom@ggmail.com, sdffccwef 80 points for user oliver@ggmail.com to total points 565
[2018-Jul-23 11:44], 127.0.0.1, POST, http, /api/admin/point/6/11?, 200 OK, tom@ggmail.com, sdffccwef 80 points for user oliver@ggmail.com to total points 645
[2018-Jul-23 11:44], 127.0.0.1, POST, http, /api/admin/point/6/3?, 200 OK, tom@ggmail.com, test44 -40 points for user oliver@ggmail.com to total points 605
[2018-Jul-23 11:45], 127.0.0.1, POST, http, /api/admin/point/6/3?, 200 OK, tom@ggmail.com, test44 -40 points for user oliver@ggmail.com to total points 565
[2018-Jul-23 11:45], 127.0.0.1, POST, http, /api/admin/point/6/3?, 200 OK, tom@ggmail.com, test44 -40 points for user oliver@ggmail.com to total points 525
[2018-Jul-23 11:47], 127.0.0.1, POST, http, /api/admin/point/6/3?, 200 OK, tom@ggmail.com, test44 -40 points for user oliver@ggmail.com to total points 485
[2018-Jul-23 11:47], 127.0.0.1, POST, http, /api/admin/point/6/3?, 200 OK, tom@ggmail.com, test44 -40 points for user oliver@ggmail.com to total points 445
[2018-Jul-23 11:49], 127.0.0.1, POST, http, /api/point/1?, 404 NOT FOUND, tom@ggmail.com, Please see error
[2018-Jul-23 11:50], 127.0.0.1, POST, http, /api/point/1?, 404 NOT FOUND, tom@ggmail.com, Please see error
[2018-Jul-23 11:50], 127.0.0.1, POST, http, /api/point/1?, 200 OK, tom@ggmail.com, Update with point type daily_login 5 points for current user email tom@ggmail.com with total points 110
[2018-Jul-23 11:50], 127.0.0.1, POST, http, /api/point/1?, 200 OK, tom@ggmail.com, Update with point type daily_login 5 points for current user email tom@ggmail.com with total points 115
[2018-Jul-23 11:50], 127.0.0.1, POST, http, /api/point/1?, 200 OK, tom@ggmail.com, Update with point type daily_login 5 points for current user email tom@ggmail.com with total points 120
[2018-Jul-23 11:50], 127.0.0.1, POST, http, /api/point/1?, 200 OK, tom@ggmail.com, Update with point type daily_login 5 points for current user email tom@ggmail.com with total points 125
[2018-Jul-23 11:51], 127.0.0.1, POST, http, /api/point/1?, 200 OK, tom@ggmail.com, Update with point type daily_login 5 points for current user email tom@ggmail.com with total points 130
[2018-Jul-23 11:51], 127.0.0.1, POST, http, /api/point/1?, 200 OK, tom@ggmail.com, Update with point type daily_login 5 points for current user email tom@ggmail.com with total points 135
[2018-Jul-23 11:51], 127.0.0.1, POST, http, /api/point/1?, 200 OK, tom@ggmail.com, Update with point type daily_login 5 points for current user email tom@ggmail.com with total points 140
[2018-Jul-23 11:52], 127.0.0.1, POST, http, /api/admin/pointtype/3?, 405 METHOD NOT ALLOWED, tom@ggmail.com, The method is not allowed for the requested URL.
[2018-Jul-23 11:52], 127.0.0.1, PUT, http, /api/admin/pointtype/3?, 200 OK, tom@ggmail.com, Updated 3: test44 with [{'title': 'sdf134ef'}, {'description': 'test772'}, {'input': '30'}]
[2018-Jul-23 12:01], 127.0.0.1, PUT, http, /api/admin/pointtype/3?, 200 OK, tom@ggmail.com, Updated 3: test44 with [{'title': 'sdf134ef'}, {'description': 'test772'}, {'input': '30'}]
[2018-Jul-23 12:01], 127.0.0.1, PUT, http, /api/admin/pointtype/3?, 200 OK, tom@ggmail.com, Updated 3: test44 with [{'title': 'sdf134ef'}, {'description': 'test772'}, {'input': '30'}]
[2018-Jul-23 12:01], 127.0.0.1, PUT, http, /api/admin/pointtype/3?, 200 OK, tom@ggmail.com, Updated 3: test44 with [{'title': 'sdf134ef'}, {'description': 'test772'}, {'input': '30'}]
[2018-Jul-23 12:02], 127.0.0.1, PUT, http, /api/admin/pointtype/3?, 200 OK, tom@ggmail.com, Updated 3: test44 with [{'title': 'sdf134ef'}, {'description': 'test772'}, {'input': '30'}]
[2018-Jul-23 12:03], 127.0.0.1, PUT, http, /api/admin/pointtype/3?, 200 OK, tom@ggmail.com, Updated 3: test44 with [{'title': 'sdf134ef'}, {'description': 'test772'}, {'input': '30'}]
[2018-Jul-23 14:16], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:16], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:19], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:19], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:21], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:23], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:23], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:24], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:25], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:25], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:29], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:29], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:29], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:29], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:30], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:30], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:30], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:30], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:31], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:31], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:31], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:31], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:31], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:31], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:31], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:32], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:32], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:33], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:33], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:33], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:33], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:33], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:33], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:33], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:33], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:33], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:33], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:33], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:33], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:33], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:33], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tom@ggmail.com, Successfully logged in as tom@ggmail.com
[2018-Jul-23 14:35], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tina@ggmail.com, Successfully logged in as tina@ggmail.com
[2018-Jul-23 14:35], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tina@ggmail.com, Successfully logged in as tina@ggmail.com
[2018-Jul-23 14:35], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, ben@ggmail.com, Successfully logged in as ben@ggmail.com
[2018-Jul-23 14:39], 127.0.0.1, GET, http, /api/courses?, 200 OK, ben@ggmail.com, Get all roles
[2018-Jul-23 14:39], 127.0.0.1, GET, http, /api/courses?, 200 OK, ben@ggmail.com, Get all roles
[2018-Jul-23 15:03], 127.0.0.1, POST, http, /api/courses?, 422 UNPROCESSABLE ENTITY, ben@ggmail.com, Course 如何自製廣告圖 exist in database already
[2018-Jul-23 15:03], 127.0.0.1, POST, http, /api/courses?, 422 UNPROCESSABLE ENTITY, ben@ggmail.com, Course 如何自製廣告圖 exist in database already
[2018-Jul-23 15:03], 127.0.0.1, POST, http, /api/courses?, 422 UNPROCESSABLE ENTITY, ben@ggmail.com, Course 如何自製廣告圖 exist in database already
[2018-Jul-23 15:03], 127.0.0.1, POST, http, /api/courses?, 422 UNPROCESSABLE ENTITY, ben@ggmail.com, Course 如何自製廣告圖 exist in database already
[2018-Jul-23 15:04], 127.0.0.1, POST, http, /api/courses?, 200 OK, ben@ggmail.com, Created new course: 如何自製廣告圖(二)
[2018-Jul-23 15:08], 127.0.0.1, GET, http, /api/courses?, 200 OK, ben@ggmail.com, Get all roles
[2018-Jul-23 15:08], 127.0.0.1, GET, http, /api/courses/tw0983?, 401 UNAUTHORIZED, ben@ggmail.com, Missing authorization to retrieve content
[2018-Jul-23 15:08], 127.0.0.1, POST, http, /api/userlogin?, 200 OK, tina@ggmail.com, Successfully logged in as tina@ggmail.com
[2018-Jul-23 15:08], 127.0.0.1, GET, http, /api/courses/tw0983?, 200 OK, tina@ggmail.com, Course information for tw0983
[2018-Jul-23 15:09], 127.0.0.1, GET, http, /api/courses/tw09832?, 404 NOT FOUND, tina@ggmail.com, No course found for id: tw09832
[2018-Jul-23 15:09], 127.0.0.1, GET, http, /api/courses/tw0983?, 200 OK, tina@ggmail.com, Course information for tw0983
[2018-Jul-23 15:13], 127.0.0.1, POST, http, /api/courses?, 422 UNPROCESSABLE ENTITY, tina@ggmail.com, Course 如何自製廣告圖(二) exist in database already
[2018-Jul-23 15:14], 127.0.0.1, POST, http, /api/courses?, 422 UNPROCESSABLE ENTITY, tina@ggmail.com, Course 如何自製廣告圖(二) exist in database already
[2018-Jul-23 15:15], 127.0.0.1, POST, http, /api/courses?, 422 UNPROCESSABLE ENTITY, tina@ggmail.com, Course 如何自製廣告圖(二) exist in database already
[2018-Jul-23 15:19], 127.0.0.1, POST, http, /api/courses?, 422 UNPROCESSABLE ENTITY, tina@ggmail.com, Course 如何自製廣告圖(二) exist in database already
[2018-Jul-23 15:20], 127.0.0.1, POST, http, /api/courses?, 200 OK, tina@ggmail.com, Created new course: 如何自製廣告圖(二)
[2018-Jul-23 15:25], 127.0.0.1, POST, http, /api/courses?, 200 OK, tina@ggmail.com, Created new course: 如何自製廣告圖(二)
[2018-Jul-23 15:26], 127.0.0.1, POST, http, /api/courses?, 200 OK, tina@ggmail.com, Undefined message
[2018-Jul-23 15:26], 127.0.0.1, POST, http, /api/courses?, 200 OK, tina@ggmail.com, Undefined message
[2018-Jul-23 15:26], 127.0.0.1, POST, http, /api/courses?, 200 OK, tina@ggmail.com, Undefined message
[2018-Jul-23 15:34], 127.0.0.1, POST, http, /api/courses?, 200 OK, tina@ggmail.com, Created new course: 如何自製廣告圖(二)
[2018-Jul-23 15:42], 127.0.0.1, PUT, http, /api/courses/TW0935?, 200 OK, tina@ggmail.com, Undefined message
[2018-Jul-23 15:42], 127.0.0.1, PUT, http, /api/courses/TW0935?, 200 OK, tina@ggmail.com, Undefined message
[2018-Jul-23 15:44], 127.0.0.1, PUT, http, /api/courses/TW0935?, 200 OK, tina@ggmail.com, Undefined message
[2018-Jul-23 15:44], 127.0.0.1, PUT, http, /api/courses/TW0935?, 200 OK, tina@ggmail.com, Undefined message
[2018-Jul-23 15:44], 127.0.0.1, PUT, http, /api/courses/TW0935?, 200 OK, tina@ggmail.com, Undefined message
[2018-Jul-23 15:44], 127.0.0.1, PUT, http, /api/courses/TW0935?, 200 OK, tina@ggmail.com, Undefined message
[2018-Jul-23 15:45], 127.0.0.1, PUT, http, /api/courses/TW0935?, 200 OK, tina@ggmail.com, Undefined message
[2018-Jul-23 15:45], 127.0.0.1, PUT, http, /api/courses/TW0935?, 200 OK, tina@ggmail.com, Undefined message
[2018-Jul-23 15:46], 127.0.0.1, PUT, http, /api/courses/TW0935?, 200 OK, tina@ggmail.com, Undefined message
[2018-Jul-23 15:47], 127.0.0.1, PUT, http, /api/courses/TW0935?, 200 OK, tina@ggmail.com, Undefined message
[2018-Jul-23 15:49], 127.0.0.1, PUT, http, /api/courses/TW0935?, 200 OK, tina@ggmail.com, Undefined message
[2018-Jul-23 15:50], 127.0.0.1, PUT, http, /api/courses/TW0935?, 200 OK, tina@ggmail.com, Undefined message
[2018-Jul-23 15:52], 127.0.0.1, PUT, http, /api/courses/TW0935?, 200 OK, tina@ggmail.com, Undefined message
[2018-Jul-23 15:52], 127.0.0.1, PUT, http, /api/courses/TW0935?, 200 OK, tina@ggmail.com, Undefined message
[2018-Jul-23 16:09], 127.0.0.1, PUT, http, /api/courses/TW0935?, 200 OK, tina@ggmail.com, Undefined message
[2018-Jul-23 16:11], 127.0.0.1, PUT, http, /api/courses/TW0935?, 200 OK, tina@ggmail.com, Undefined message
[2018-Jul-23 16:19], 127.0.0.1, PUT, http, /api/courses/TW0935?, 200 OK, tina@ggmail.com, Updated course: 如何自製廣告圖(二)
[2018-Jul-23 16:20], 127.0.0.1, PUT, http, /api/courses/TW0935?, 200 OK, tina@ggmail.com, Updated course: 如何自製廣告圖(二)
[2018-Jul-23 16:20], 127.0.0.1, PUT, http, /api/courses/TW0935?, 200 OK, tina@ggmail.com, Updated course: 如何自製廣告圖(二)
[2018-Jul-23 16:20], 127.0.0.1, PUT, http, /api/courses/TW0935?, 200 OK, tina@ggmail.com, Updated course: 如何自製廣告圖(二)
[2018-Jul-23 16:20], 127.0.0.1, PUT, http, /api/courses/TW0935?, 200 OK, tina@ggmail.com, Updated course: 如何自製廣告圖(二)
[2018-Jul-23 16:32], 127.0.0.1, GET, http, /spec?, 200 OK, AnonymousUser, None
[2018-Jul-23 16:42], 127.0.0.1, GET, http, /api/courses/TW0935?, 200 OK, tina@ggmail.com, Course information for TW0935
